,134340_Pluto_by_Cojum_Dip,2025_by_Bohdi,27_Kids_by_GRMLN,50_Ways_to_Say_Goodbye_by_Train,6_Count_Swing_by_This_Way_To_The_Egress,99_Luftballons_by_Nena,Across_the_Drift_(Riftborn_Theme)_by_Arnaud_Roy,Adeline_by_Fever_Dolls,Allies_or_Enemies_by_The_Crane_Wives,All_Gone_by_Mother_Mother,All_the_King's_Men_by_The_Rigs,Always_by_Gender_Roles,Always_Right_by_Anne_Reburn,Always_Sayin'_by_The_Littlest_Man_Band,Animals_Crying_by_Statues_of_Cats,Animal_by_Sir_Chloe,An_Unhealthy_Obsession_by_The_Blake_Robinson_Synthetic_Orchestra,"Aphrodite,_Your_Electric_Sexiness_by_Human_Zoo",April_to_Death_by_Flower_Face,Arms_Tonite_by_Mother_Mother,A_Thousand_Years_by_Christina_Perri,A_Wistful_Waltz_by_Teddy_Hyde,Babylon_by_Dirt_Poor_Robins,Baby_Boy_by_Hot_Freaks,Bang!_by_AJR,Begin_Again_by_Adam_Melchor,Bernadette_by_Reina_del_Cid,Best_Tears_by_The_Happy_Fits,Better_People_to_Leave_on_Read_by_Emei,Big_Poppa_-_2005_Remaster_by_The_Notorious_B.I.G.,Big_Town_Banky_Blaine's_Rockabilly_BBQ_by_Bear_Ghost,Bird_Song_by_Florence_+_The_Machine,Blame_by_Andy_Leon,Bloodsuckers_by_Johnny_Hollow,Blue_Sky_by_Quail,Boats_&_Birds_by_Gregory_and_the_Hawk,Body_by_Mother_Mother,Breezeblocks_by_alt-J,Bummer_Days_by_Liza_Anne,Burning_Pile_by_Mother_Mother,Burn_It_Down_by_Tauese_Tofa,Bygones_by_Seeing_Double,Can't_Go_Back_by_The_Crane_Wives,Can_You_Keep_Up_by_Blue_Kid,Caroline_by_Crash_Adams,Casita_by_The_Astronomers,Cave_Song_by_Pretty_Vicious,Cellophane_by_Sara_Jackson-Holman,CEO_of_Watching_Television_by_Ellie_Dixon,Chicken_by_Your_Neighbors,City_of_Angels_by_Em_Beihold,Closer_to_You_by_Sammy_Rae_&_The_Friends,CoDA_by_Dead_Poet_Society,Coffee_Baby_by_Nataly_Dawn,Cold_Cold_Cold_by_Cage_The_Elephant,Colors_by_April_Smith_and_the_Great_Picture_Show,Combat_Baby_by_Metric,Comedy_by_Gen_Hoshino,Community_Gardens_by_The_Scary_Jokes,Conversations_by_Marney,Cooler_Than_Me_by_First_to_Eleven,Counting_Stars_by_OneRepublic,Crazy_by_Burn_The_Ballroom,Crazy_by_Gnarls_Barkley,Curses_by_The_Crane_Wives,"Danse_Macabre,_Op._40,_R.171_by_Camille_Saint-SaÃ«ns",Dead_Disco_by_Metric,Dear_God_-_Remastered_2001_by_XTC,Delirium_Tremendous_by_Felix_Hagan_&_the_Family,despair_by_leo.,Devil's_Playground_by_The_Rigs,Devils_Point_by_Wicked_Shallows,didya_think_by_Arlie,Dirty_Imbecile_by_The_Happy_Fits,Distracted_by_Emei,Dogs_by_Magic_Sugar_Coffee,Dog_Named_Dog_by_Louie_Zong,Doing_Really_Well_Thanks_by_Ellie_Bleach,Don't_Call_Me_When_You're_Lonely_by_Fox_Royale,Don't_Stop_by_Gin_Wigmore,Don't_Swerve_by_Annie_DiRusso,Down_in_Virginia_by_Grace_Victoria,Dream_of_Better_Things_by_AlicebanD,Dressed_In_Violets_by_hometown_&_young,Drugs_by_UPSAHL,Eat_You_by_Caravan_of_Thieves,Egg_by_Shoe,Eleanor_Rigby_by_Dirt_Poor_Robins,Evelyn_by_Kim_Tillman,Everyday_Is_Christmas_by_Sia,Experience_by_Ludovico_Einaudi,F.E.A.R._by_Joywave,Falling_Off_by_The_People's_Thieves,Farewell_Kabarista_by_Vagabond_Opera,Farewell_Wanderlust_by_The_Amazing_Devil,Fear_&_Delight_by_The_Correspondents,Feel_Better_by_Penelope_Scott,Femme_Fatale_by_Coyote_Kid,Ferryman_by_Shayfer_James,Fight_for_Me_by_AlicebanD,Fire_With_Fire_by_AlicebanD,Five_Minutes_by_The_Altogether,Flesh_&_Bone_by_Sammy_Rae_&_The_Friends,Follow_Me_Like_the_Moon_by_Sammy_Rae_&_The_Friends,Foothills_by_Spence_Hood,For_Elise_by_Saint_Motel,From_The_Gallows_by_I_DONT_KNOW_HOW_BUT_THEY_FOUND_ME,Funkle_Phil_by_Bear_Ghost,Game_by_Harrison_Fjord,Get_Used_to_It_by_Ricky_Montgomery,Gimme_Sympathy_by_Metric,Girls_and_Their_Bits_by_Shoe,Goat's_Milk_by_Ezra_Bell,Golden_by_Elysewood,Golden_Light_by_STRFKR,good_4_u_by_Olivia_Rodrigo,Good_Gone_Bad_by_Piper_Madison,Good_Life_by_Sammy_Rae_&_The_Friends,Great_Vacation_by_Dirt_Poor_Robins,Green_(Secret_Songbook_Sessions)_by_Ivory_Layne,Green_Grass_by_Ellie_Dixon,Grey_Morning_by_FOXTRAX,Groundhog_Day_by_Em_Beihold,Grow_Up_and_Blow_Away_by_Metric,Hayloft_by_Mother_Mother,Heart-Shaped_Hologram_by_Stephanie_Mabey,Henrietta_by_The_Fratellis,Here_is_a_Heart_by_Jenny_Owen_Youngs,Hey_Ho_by_Gin_Wigmore,Him_&_I_(with_Halsey)_by_G-Eazy,Hold_Onto_My_Fur_by_The_Kiffness,Holocaust_of_Giants_by_Rasputina,Home_by_AlicebanD,Honestly_by_Bantams,Honey_I'm_Home_by_Destroy_Boys,Hustle_Rose_by_Metric,I'll_Rust_With_You_by_Steam_Powered_Giraffe,I'm_Gonna_Win_by_Rob_Cantor,If_It_All_Goes_South_by_Sammy_Rae_&_The_Friends,Infrared_by_Em_Beihold,It's_No_Secret_by_Jukebox_The_Ghost,I_Can't_Decide_by_Scissor_Sisters,I_Do_by_Gin_Wigmore,I_Just_Wanna_Shine_by_Fitz_and_The_Tantrums
All_the_King's_Men_by_The_Rigs,0.8360289,0.8644753,0.9049181,0.7972192,0.83856577,0.8577969,0.8491108,0.8848826,0.8729662,0.8270029,0.9999637,0.81201446,0.9157948,0.7730783,0.7852154,0.894036,0.8677091,0.8809438,0.8371071,0.84474313,0.8042493,0.85894746,0.8187411,0.8821068,0.88174707,0.83501726,0.89438206,0.88879794,0.9154679,0.8264009,0.83528763,0.8913338,0.8393405,0.89559716,0.7787519,0.89097184,0.99991995,0.8438643,0.88989586,0.81166995,0.83943945,0.85641414,0.800168,0.8697242,0.8438899,0.89793444,0.90292555,0.86838776,0.8392506,0.86572033,0.8658727,0.84882355,0.82833105,0.8690103,0.80874133,0.8799723,0.86299187,0.8177836,0.8966094,0.84623367,0.8214547,0.8100005,0.8486336,0.87628144,0.8289477,0.8661145,0.84852374,0.8493534,0.857748,0.99992263,0.852285,0.8055196,0.85504985,0.83367294,0.8994124,0.89173114,0.90404934,0.8072998,0.84472626,0.9999206,0.87567395,0.8908462,0.91693676,0.8348714,0.8931574,0.82673526,0.84572136,0.8008209,0.82203305,0.85705453,0.8004614,0.88149214,0.8375781,0.79779035,0.79907274,0.8580092,0.81236154,0.83809406,0.8694875,0.8811577,0.8765207,0.84859407,0.8222524,0.808672,0.867055,0.8618605,0.884434,0.86772186,0.8079963,0.8362765,0.85316133,0.7849107,0.8840604,0.77783245,0.7906496,0.87859076,0.84523886,0.82908934,0.7951568,0.85430497,0.8692184,0.86686295,0.8951018,0.7997802,0.86919874,0.86461484,0.8568181,0.8078947,0.82669127,0.79134756,0.9999307,0.86938614,0.85557836,0.89581347,0.8544399,0.76932395,0.8187493,0.88815314,0.9999231,0.84914,0.90653586,0.8828889,0.83738226,0.8406066
Always_by_Gender_Roles,0.83425504,0.8278695,0.81984985,0.795557,0.8349602,0.83706534,0.7901335,0.8285227,0.8272635,0.8314324,0.81201446,0.999993,0.8230928,0.77158225,0.7689929,0.82428813,0.8242583,0.8265997,0.83875054,0.83149904,0.80453026,0.83974284,0.840151,0.8276457,0.82221925,0.83229953,0.8251485,0.8258176,0.8172478,0.8364871,0.8363538,0.82686484,0.84073454,0.82410645,0.7644446,0.82887876,0.8120281,0.8307242,0.82354283,0.8294129,0.83577514,0.83385336,0.8026432,0.8300755,0.8306339,0.82382876,0.8212313,0.82601327,0.8389603,0.83334136,0.82785034,0.8387586,0.8289112,0.8268288,0.779299,0.8176118,0.83454025,0.81410724,0.82491034,0.82964176,0.83911407,0.81832737,0.8328667,0.82554084,0.8347834,0.8022969,0.8265141,0.8344708,0.8176006,0.8119982,0.82844675,0.82202685,0.83063734,0.8290311,0.8236789,0.82009816,0.8244006,0.8098076,0.8332037,0.8120124,0.8227065,0.8189752,0.82099676,0.8313924,0.8188666,0.8373162,0.8343002,0.82108486,0.837503,0.82724184,0.7888779,0.8243377,0.8254394,0.788857,0.7630809,0.8260482,0.82744205,0.834406,0.8254597,0.82874405,0.8213385,0.8315159,0.8207888,0.82528114,0.8293481,0.8262296,0.8206009,0.8253581,0.82898986,0.83460706,0.8381568,0.79242337,0.8242694,0.7706028,0.7995796,0.82954633,0.8282702,0.83654314,0.78693324,0.83164,0.8346744,0.8317382,0.831311,0.82061374,0.82799506,0.83036804,0.83843094,0.8264819,0.8371125,0.7910327,0.81204957,0.8241765,0.82035476,0.82351804,0.8290622,0.7570164,0.83247876,0.8235409,0.8119946,0.8317052,0.81753236,0.8246678,0.8309528,0.8303991
Always_Right_by_Anne_Reburn,0.8511692,0.87155455,0.9282168,0.79222363,0.8516621,0.8555678,0.80444103,0.905863,0.8913652,0.84316003,0.9157948,0.8230928,1.0000119,0.76941156,0.7685751,0.91711557,0.88322175,0.8992626,0.846596,0.85778785,0.80105484,0.8566389,0.82759356,0.9036266,0.89979416,0.8495431,0.9020212,0.91368157,0.92725986,0.82971746,0.8455292,0.90192044,0.84587044,0.9185453,0.7731081,0.90333384,0.9157981,0.84520173,0.9127393,0.81824857,0.8475688,0.8678065,0.7987365,0.88762844,0.85706997,0.91739154,0.9295201,0.88794535,0.83935666,0.8766337,0.882446,0.84588796,0.8421172,0.8874646,0.77566135,0.9044184,0.8710047,0.81660837,0.911757,0.8636509,0.83425796,0.8129964,0.8541224,0.89295095,0.844552,0.82958245,0.8660077,0.86350495,0.87708163,0.91576797,0.86973494,0.81129926,0.8669557,0.8290963,0.91250896,0.91294235,0.9113851,0.80566597,0.8527516,0.9157703,0.8983539,0.91521037,0.92929935,0.85069275,0.9122319,0.83776283,0.8541908,0.80790955,0.8338603,0.8756024,0.78873134,0.8969203,0.8277902,0.7940447,0.7863254,0.87776047,0.8146002,0.84572226,0.88763404,0.8917384,0.89331526,0.85821646,0.8203848,0.8151471,0.8780681,0.8762959,0.9088904,0.8868946,0.8171147,0.8481955,0.8626807,0.7879348,0.9051068,0.7751694,0.79322547,0.8854003,0.861744,0.8415518,0.7916604,0.8761065,0.86279696,0.8857626,0.8989316,0.80598944,0.8872371,0.8755329,0.8669822,0.8121058,0.82797414,0.7892335,0.9158398,0.89219314,0.8730122,0.9195949,0.87393576,0.75823635,0.83175635,0.91425425,0.91575426,0.8612195,0.92659605,0.9061208,0.84428024,0.8472694
Always_Sayin'_by_The_Littlest_Man_Band,0.76886475,0.7660866,0.7642327,0.78068036,0.7693837,0.77578795,0.7894623,0.7711997,0.76458985,0.7638445,0.7730783,0.77158225,0.76941156,0.99999386,0.77574956,0.7677926,0.7640218,0.7671341,0.77313006,0.76652956,0.78832036,0.77946436,0.7700275,0.76881254,0.7604693,0.76382565,0.77024686,0.76646703,0.76305825,0.7691078,0.77007073,0.76935744,0.7759305,0.7666713,0.7675208,0.7706534,0.7730754,0.76292354,0.7645933,0.77634156,0.7706833,0.7706475,0.78114474,0.7688119,0.7640351,0.76501757,0.76577765,0.7632975,0.77458054,0.7725681,0.76532793,0.7780408,0.7594843,0.7641192,0.7730682,0.75635874,0.7742152,0.7720309,0.76900053,0.7654018,0.77032065,0.77488714,0.76780933,0.7659453,0.76614684,0.7845686,0.75890714,0.7720002,0.75308657,0.773049,0.76397026,0.77699125,0.7658024,0.7618286,0.7658266,0.76363194,0.7702245,0.7864681,0.7713091,0.7730534,0.76005363,0.75940055,0.7670278,0.76363593,0.7598591,0.7704184,0.7696638,0.7747226,0.768314,0.7624887,0.7915971,0.76318645,0.7795161,0.7797049,0.77400225,0.76126707,0.76047766,0.7697428,0.76271147,0.7686132,0.7593527,0.7671478,0.7777233,0.7731473,0.7660382,0.76380926,0.76192915,0.76163316,0.77130157,0.76803994,0.77875465,0.76958066,0.76359767,0.7751887,0.7740916,0.77020556,0.7627046,0.7695212,0.78104854,0.7709437,0.77376753,0.772006,0.7747826,0.76741105,0.76684827,0.7677061,0.7768176,0.7799675,0.7777388,0.7723691,0.7731052,0.7602156,0.75365627,0.7661348,0.7670546,0.76806855,0.7712105,0.76505584,0.7730388,0.7677699,0.76183105,0.76431525,0.76373607,0.76258403
Animals_Crying_by_Statues_of_Cats,0.76076937,0.76528,0.7604627,0.78045815,0.763176,0.7751697,0.79783964,0.7654538,0.763087,0.7576431,0.7852154,0.7689929,0.7685751,0.77574956,0.9999953,0.76202905,0.7589119,0.76320046,0.7701527,0.75941163,0.7886814,0.7820353,0.77132547,0.7624564,0.7582124,0.75760674,0.7667445,0.7607027,0.7618008,0.7678675,0.76480985,0.76517904,0.77233386,0.76094955,0.7761661,0.76853645,0.7852156,0.76008654,0.75944275,0.7738784,0.7690882,0.76850975,0.7800807,0.7614036,0.75781393,0.7632075,0.76030177,0.75879574,0.774391,0.7689469,0.7592552,0.7797118,0.7544328,0.7590801,0.7758175,0.7494637,0.7706823,0.7683574,0.7647214,0.7589359,0.7674803,0.7726543,0.7668848,0.7598685,0.7620102,0.7972574,0.75347227,0.7687817,0.7468635,0.7851634,0.7609617,0.774008,0.7624376,0.75950426,0.7610774,0.75720495,0.7677315,0.7834423,0.7693861,0.7851737,0.75565636,0.7574599,0.7665987,0.7588182,0.7556019,0.7655602,0.76799804,0.7703015,0.7650274,0.7594426,0.7948669,0.7613429,0.77911055,0.7765422,0.78115964,0.7563845,0.7587123,0.76881325,0.7577119,0.7661147,0.756061,0.76221436,0.77642405,0.7701464,0.7614801,0.75832814,0.756415,0.7586457,0.7705424,0.76388836,0.7771901,0.76601285,0.75858253,0.77927756,0.77308345,0.7710858,0.75807476,0.76536536,0.7810358,0.765177,0.77362263,0.7658435,0.7765158,0.76393837,0.76015127,0.7646078,0.7756293,0.7791908,0.77922225,0.7687276,0.785282,0.7524558,0.7504752,0.7594624,0.7588649,0.77299803,0.76853573,0.75908136,0.78515065,0.76597774,0.75844777,0.75696874,0.7602658,0.7635963
Animal_by_Sir_Chloe,0.85423833,0.87132174,0.915547,0.7899716,0.8545526,0.8547454,0.7935201,0.91031414,0.8924725,0.8466653,0.894036,0.82428813,0.91711557,0.7677926,0.76202905,1.0000138,0.8870189,0.9026739,0.84680843,0.8618046,0.79863966,0.8512776,0.8285093,0.9097297,0.9004108,0.85169905,0.90339035,0.91810226,0.9133282,0.8288288,0.8471739,0.90622556,0.8462562,0.9204184,0.76854473,0.9063615,0.89403915,0.8457616,0.9171203,0.81704974,0.8482043,0.86857164,0.79818654,0.8900691,0.8590385,0.9201286,0.9167845,0.89197385,0.839324,0.8756279,0.8830522,0.84347975,0.84609884,0.8917094,0.77261883,0.9108666,0.8718815,0.8157417,0.91131955,0.8675051,0.8367642,0.81273687,0.8546768,0.89715075,0.84674925,0.81908816,0.869232,0.86458564,0.88070035,0.8940059,0.8733308,0.81123096,0.8667098,0.82316697,0.9155593,0.91745234,0.9111057,0.80359215,0.8526306,0.89400834,0.9024825,0.91627264,0.91430783,0.8520572,0.9165004,0.8410003,0.854616,0.80909026,0.8351812,0.877782,0.7841129,0.89906996,0.8262222,0.79069865,0.77986676,0.8802484,0.8174508,0.8458586,0.8906392,0.89257854,0.89662004,0.8598731,0.81762207,0.81620634,0.8793,0.8788352,0.91236746,0.88705873,0.8184078,0.8499625,0.8631349,0.7859742,0.91012496,0.7727723,0.7924532,0.8838145,0.8641137,0.8424827,0.7886549,0.8783267,0.85985523,0.8909396,0.8960437,0.8065591,0.89109236,0.8790495,0.8666493,0.8137828,0.8255433,0.78712726,0.8940822,0.89837617,0.87663835,0.92024094,0.8787608,0.75599575,0.83385676,0.91835713,0.8939924,0.86136377,0.91399765,0.91094,0.8439472,0.8465339
An_Unhealthy_Obsession_by_The_Blake_Robinson_Synthetic_Orchestra,0.8562423,0.8751565,0.8790256,0.7861948,0.8558233,0.8548063,0.7883348,0.8911768,0.88510066,0.8465371,0.8677091,0.8242583,0.88322175,0.7640218,0.7589119,0.8870189,1.0000094,0.88762075,0.84540933,0.8644726,0.79721874,0.849562,0.8275357,0.8879439,0.8850335,0.85407835,0.8867086,0.88727736,0.87831485,0.82683516,0.848235,0.8881094,0.84445876,0.8861268,0.76212776,0.887836,0.86771154,0.84647286,0.8856938,0.81680405,0.8482275,0.8712201,0.7971572,0.88656265,0.8635782,0.8878385,0.8819284,0.8835351,0.8355327,0.87848485,0.8847665,0.845076,0.8474735,0.8862832,0.77136743,0.88345784,0.8728175,0.8124656,0.8862668,0.8715212,0.8363464,0.8077667,0.8571126,0.8831358,0.8482976,0.81080973,0.8736266,0.8663896,0.87734693,0.8676719,0.8786463,0.8090258,0.86825776,0.8208556,0.8867869,0.8841732,0.88612574,0.79727244,0.8556375,0.8676785,0.8835398,0.88467866,0.880328,0.85417324,0.882307,0.8408499,0.85590625,0.80596584,0.8352419,0.88180566,0.7779359,0.8855055,0.8190251,0.78374094,0.7589662,0.88376856,0.8148713,0.8496161,0.8831062,0.88582337,0.88243407,0.86126024,0.8131426,0.8129029,0.8829434,0.88043994,0.885949,0.8827943,0.81459504,0.8516222,0.86339635,0.7828987,0.8880937,0.7675579,0.7878494,0.8876844,0.86817735,0.8430744,0.7830728,0.8834999,0.8582746,0.8894794,0.8871468,0.8047401,0.88522553,0.8771764,0.8676051,0.81162965,0.8251905,0.7806631,0.8677585,0.883184,0.8823372,0.8851117,0.8825761,0.74508846,0.83279604,0.8869096,0.8676605,0.86346084,0.8788348,0.886042,0.84513116,0.8496256
"Aphrodite,_Your_Electric_Sexiness_by_Human_Zoo",0.85512495,0.874032,0.8965401,0.79042345,0.8570468,0.8559521,0.7927557,0.9083776,0.8984553,0.84957963,0.8809438,0.8265997,0.8992626,0.7671341,0.76320046,0.9026739,0.88762075,1.0000106,0.8477864,0.86502075,0.8005129,0.85417277,0.8306411,0.90751237,0.90413606,0.85418385,0.90563583,0.9051668,0.8942089,0.83084214,0.85003346,0.9058313,0.84777516,0.90388,0.7680277,0.90736216,0.8809476,0.8469845,0.9017062,0.81979454,0.8499677,0.8733398,0.8010385,0.89487374,0.863453,0.9035338,0.89850885,0.8968168,0.8376543,0.87778395,0.88692486,0.84616953,0.8485248,0.8958302,0.7744585,0.8997427,0.8746435,0.81585,0.9046385,0.87158656,0.8375982,0.8155618,0.857073,0.9007286,0.84928536,0.8168968,0.8728984,0.864971,0.8856558,0.8809103,0.87851083,0.8121909,0.87030023,0.8245686,0.9025815,0.9015705,0.9031896,0.80233306,0.8556339,0.88091487,0.9039845,0.899555,0.8967104,0.8543285,0.89994156,0.84235865,0.8568097,0.8090805,0.8366015,0.88256544,0.7846485,0.9043416,0.82141733,0.7896575,0.7717823,0.8849334,0.8173192,0.84934014,0.89517605,0.89620626,0.9018826,0.86272496,0.8186263,0.81528634,0.8839447,0.8825825,0.9027232,0.8922552,0.8199916,0.8532038,0.8655981,0.7865318,0.90540457,0.7724324,0.79366565,0.8868052,0.8680522,0.844742,0.79177034,0.8817717,0.86279154,0.8936436,0.8970233,0.8091797,0.89684784,0.8776982,0.8685466,0.81533104,0.8261537,0.787123,0.8809926,0.901954,0.88283014,0.90063435,0.8837758,0.7520591,0.8358156,0.90246147,0.8808977,0.8647101,0.89548725,0.90526116,0.846925,0.8500962
April_to_Death_by_Flower_Face,0.8566219,0.8496177,0.8428338,0.7986306,0.8580069,0.8567539,0.80118775,0.8505594,0.84789175,0.8542064,0.8371071,0.83875054,0.846596,0.77313006,0.7701527,0.84680843,0.84540933,0.8477864,1.0000058,0.85337055,0.80426556,0.85762495,0.8436893,0.84844816,0.8439626,0.8556878,0.8480226,0.84760493,0.84115696,0.8386178,0.8590357,0.84816,0.85636365,0.84677875,0.7714904,0.850186,0.83710873,0.8548695,0.8464367,0.82914686,0.8596915,0.8562578,0.8042444,0.85158247,0.8531007,0.84658575,0.8441676,0.8481227,0.8443523,0.85549337,0.84867966,0.8551794,0.8530024,0.8481721,0.7825644,0.8401662,0.8580922,0.8240083,0.84794545,0.85100895,0.847919,0.81886303,0.855818,0.84682333,0.85756755,0.810254,0.8482331,0.8596522,0.8403244,0.8370679,0.84906876,0.82221067,0.85136783,0.8383435,0.84559155,0.8434888,0.8480117,0.8114749,0.85662544,0.8370738,0.8438575,0.8425722,0.84423184,0.85571784,0.84189916,0.8580946,0.85953695,0.8216255,0.84937304,0.84921783,0.7894307,0.84576046,0.83040535,0.7935392,0.76821566,0.8464781,0.8247952,0.8597516,0.8464174,0.8508233,0.8448773,0.855989,0.8232055,0.8267907,0.8510498,0.84803563,0.84320474,0.84602857,0.8277666,0.85490966,0.86188924,0.79415905,0.84556293,0.77448964,0.80229485,0.851972,0.8503624,0.85737574,0.7904862,0.85399187,0.8571792,0.8541073,0.85402507,0.8200186,0.8504637,0.8530017,0.8598807,0.8255149,0.8388779,0.79320014,0.83716416,0.8448578,0.8410993,0.8468475,0.85134417,0.75840265,0.83245087,0.8449932,0.837053,0.8564926,0.84117836,0.84613055,0.8550291,0.85461265
Arms_Tonite_by_Mother_Mother,0.8641497,0.86795914,0.8563618,0.7899951,0.8650686,0.85551715,0.7890647,0.86543536,0.86424303,0.85757065,0.84474313,0.83149904,0.85778785,0.76652956,0.75941163,0.8618046,0.8644726,0.86502075,0.85337055,1.0000073,0.7987413,0.8524178,0.8343658,0.86352605,0.8601263,0.8617604,0.86183405,0.8622916,0.8547455,0.8322623,0.8575888,0.86391574,0.8483062,0.8614242,0.7655222,0.8640033,0.8447456,0.8536017,0.860151,0.8205855,0.8557745,0.8722708,0.79912865,0.8689336,0.86924875,0.8618039,0.85813445,0.8652381,0.8406202,0.8720016,0.8665456,0.84732,0.8559608,0.8656343,0.7748929,0.85591817,0.87349784,0.81860244,0.86103594,0.87010264,0.8442224,0.81065893,0.8642875,0.86358213,0.8544032,0.80450064,0.8675629,0.8728588,0.85783124,0.8447036,0.8675555,0.8142361,0.86939096,0.82896316,0.8610556,0.85888577,0.8612456,0.8020414,0.8628714,0.8447086,0.860783,0.85688543,0.85712886,0.8617234,0.85622156,0.8492034,0.8617005,0.8117595,0.84351397,0.8673248,0.7808717,0.86159295,0.82222736,0.78541005,0.7581588,0.864606,0.81800747,0.8538321,0.86481804,0.8651626,0.85976905,0.8685849,0.81513274,0.8187222,0.86994576,0.8679506,0.8584806,0.8630151,0.8206853,0.8575994,0.867841,0.78669816,0.8628928,0.7689064,0.7940738,0.86710733,0.8688418,0.8499139,0.78297234,0.87109935,0.86133754,0.8702494,0.8672332,0.81285393,0.8669723,0.8718074,0.8741168,0.81962,0.8290088,0.78547454,0.84479725,0.86196953,0.86155975,0.86141825,0.86949825,0.7501763,0.8360516,0.86094564,0.84468955,0.8671595,0.8551317,0.8623925,0.8520379,0.8553259
A_Thousand_Years_by_Christina_Perri,0.79916096,0.8001909,0.7934771,0.80895615,0.801813,0.80755216,0.8044916,0.80187106,0.7989423,0.7942454,0.8042493,0.80453026,0.80105484,0.78832036,0.7886814,0.79863966,0.79721874,0.8005129,0.80426556,0.7987413,0.99999815,0.8122632,0.80479765,0.79979765,0.79388505,0.79704726,0.80148315,0.79812074,0.7934838,0.8021683,0.8016041,0.8013034,0.8086716,0.798158,0.7791549,0.8039154,0.80424577,0.79387057,0.7954568,0.8089678,0.803705,0.80434614,0.81227094,0.802037,0.7964089,0.7975017,0.7944916,0.7975213,0.8083392,0.80366164,0.7982939,0.81021434,0.7916987,0.7987257,0.8025836,0.7879924,0.80565536,0.8028647,0.79960436,0.796017,0.8043366,0.8087041,0.80157244,0.7974505,0.79786646,0.8076558,0.7925649,0.8040533,0.78737575,0.80422425,0.7958025,0.81045365,0.79950935,0.79225856,0.79875463,0.79432905,0.8016255,0.81654423,0.8042885,0.8042223,0.793395,0.79338473,0.79714006,0.7965282,0.792243,0.8006623,0.80269206,0.8047044,0.80008096,0.7967822,0.8106406,0.7973227,0.80986845,0.8046426,0.7826704,0.79427963,0.79646635,0.80191755,0.79582125,0.8027206,0.79359114,0.7985353,0.8098121,0.8063825,0.7987228,0.7978177,0.7933406,0.7956887,0.80366665,0.7991383,0.80939513,0.80120087,0.796271,0.78614235,0.8047155,0.80487317,0.7949874,0.8012451,0.80775154,0.802607,0.8066197,0.80387664,0.80789787,0.8002282,0.7992681,0.8006013,0.8091088,0.8119966,0.8103413,0.8021991,0.8043063,0.7925513,0.78992474,0.79535437,0.7981816,0.7776477,0.8043377,0.79543257,0.8042088,0.80126727,0.79128635,0.7954336,0.79502773,0.7974564
A_Wistful_Waltz_by_Teddy_Hyde,0.8540227,0.85502607,0.8462297,0.8071116,0.85765415,0.857142,0.8137795,0.85590726,0.85359395,0.85102415,0.85894746,0.83974284,0.8566389,0.77946436,0.7820353,0.8512776,0.849562,0.85417277,0.85762495,0.8524178,0.8122632,1.0000032,0.84633756,0.8515832,0.85062957,0.85317516,0.8547677,0.8511914,0.8475293,0.84101856,0.8566802,0.8541063,0.85648006,0.8527105,0.77968043,0.8560987,0.8589508,0.85331136,0.8506316,0.83326495,0.85890716,0.8583832,0.81012297,0.851418,0.8514947,0.8540287,0.84792477,0.8501277,0.8494421,0.8579159,0.84824014,0.8584569,0.8499923,0.8496607,0.7917975,0.8431758,0.8583739,0.8257749,0.8531662,0.8496187,0.84719193,0.8213361,0.85701936,0.85056114,0.85358286,0.8276716,0.8467742,0.8582312,0.8392162,0.8589131,0.84959805,0.8251625,0.8537917,0.8408468,0.85089755,0.84897834,0.8543472,0.8164175,0.8608104,0.85891706,0.8472873,0.8490489,0.8507972,0.85425824,0.8470258,0.8517708,0.8610444,0.82247376,0.8490028,0.850637,0.800131,0.8513783,0.8345207,0.7969694,0.7779029,0.84634364,0.82823443,0.86009556,0.84949833,0.85664576,0.8494536,0.8549711,0.83263284,0.8306006,0.8513925,0.84961164,0.84828705,0.8519167,0.83189607,0.85311425,0.864937,0.79596734,0.8506566,0.78272516,0.80606914,0.8572369,0.8492268,0.85276264,0.7981173,0.85283643,0.862895,0.852678,0.8619038,0.82049125,0.8524878,0.8531569,0.8624858,0.8296746,0.84239274,0.7964924,0.8589999,0.8461055,0.84480184,0.8486672,0.8480355,0.76558685,0.8340254,0.84986633,0.8588974,0.8571349,0.84472656,0.84873635,0.8532636,0.854864
